hire_date,first_name,last_name,title
1985-03-29,Perla,Jumpertz,Senior Staff
1985-03-26,Koichi,Grabner,Senior Engineer
1985-03-25,Shih,Shanbhogue,Staff
1985-03-24,Domenico,Ratnaker,Engineer
1985-03-24,Domenico,Ratnaker,Senior Engineer
1985-03-23,Otmar,Birjandi,Engineer
1985-03-23,Otmar,Birjandi,Senior Engineer
1985-03-21,Pranjal,Juneja,Senior Engineer
1985-03-20,Heping,Peac,Senior Staff
1985-03-20,Heping,Peac,Staff
1985-03-20,Thanasis,Standera,Senior Staff
1985-03-20,Thanasis,Standera,Staff
1985-03-18,Shuky,Redmiles,Senior Staff
1985-03-15,Kwangjo,Hiltgen,Engineer
1985-03-15,Shahaf,Luce,Senior Staff
1985-03-14,Zhigen,Raney,Senior Staff
1985-03-12,Byong,Gustavson,Senior Engineer
1985-03-08,Bowen,Narwekar,Senior Engineer
1985-03-07,Aiman,Gargeya,Engineer
1985-03-07,Aiman,Gargeya,Senior Engineer
1985-03-05,JoAnne,Anido,Staff
1985-03-03,Francesca,Chorvat,Senior Staff
1985-03-03,Francesca,Chorvat,Staff
1985-03-02,Jiafu,Marchegay,Engineer
1985-03-02,Jiafu,Marchegay,Senior Engineer
1985-02-24,Luise,Vigier,Engineer
1985-02-24,Luise,Vigier,Senior Engineer
1985-02-23,Jaber,Sethi,Technique Leader
1985-02-21,Danel,Petereit,Engineer
1985-02-21,Danel,Petereit,Senior Engineer
1985-02-20,Boguslaw,Snedden,Senior Staff
1985-02-20,Boguslaw,Snedden,Staff
1985-02-20,Leaf,Awdeh,Senior Staff
1985-02-20,Leaf,Awdeh,Staff
1985-02-18,Toshimitsu,Sluis,Senior Engineer
1985-02-16,Shuzo,Czaja,Staff
1985-02-16,Ziya,Kadhim,Senior Engineer
1985-02-15,Willard,Morrin,Senior Staff
1985-02-15,Willard,Morrin,Staff
1985-02-13,Jeong,Undy,Senior Staff
1985-02-13,Jeong,Undy,Staff
1985-02-12,Hein,Jonsson,Senior Staff
1985-02-12,Hein,Jonsson,Staff
1985-02-11,Mariusz,Tokunaga,Senior Engineer
1985-02-10,Oldrich,Cyre,Engineer
1985-02-10,Oldrich,Cyre,Senior Engineer
1985-02-09,Bogdan,Bahi,Engineer
1985-02-09,Bogdan,Bahi,Senior Engineer
1985-02-09,Gonzalo,Binkley,Engineer
1985-02-09,Gonzalo,Binkley,Senior Engineer
1985-02-06,Jasminko,Bresenham,Senior Staff
1985-02-06,Jasminko,Bresenham,Staff
1985-02-02,Miyeon,Billingsley,Senior Engineer
